MESS_DATUM LUFTTEMPERATUR NIEDERSCHLAGSHOEHE outlier IDberry STATIONS_ID.x QUALITAETS_NIVEAU.x NIEDERSCHLAG_GEFALLEN_IND NIEDERSCHLAGSFORM eor.x STATIONS_ID.y QUALITAETS_NIVEAU.y STRUKTUR_VERSION REL_FEUCHTE eor.y
1995-12-22_10 1.1 0 0 110 1957 1 1 NA eor 1957 7 26 94 eor
1995-12-22_11 1.5 0 0 110 1957 1 1 NA eor 1957 7 26 94 eor
1995-12-22_12 1.8 0 0 110 1957 1 1 NA eor 1957 7 26 95 eor
1995-12-22_13 2.6 0.1 0 110 1957 1 1 NA eor 1957 7 26 95 eor
1995-12-22_14 3.1 1.9 0 110 1957 1 1 NA eor 1957 7 26 97 eor
1995-12-22_15 3.8 40.6 1 110 1957 1 1 NA eor 1957 7 26 96 eor
1995-12-22_16 4.3 0.3 0 110 1957 1 1 NA eor 1957 7 26 96 eor
1995-12-22_17 5.5 0.3 0 110 1957 1 1 NA eor 1957 7 26 92 eor
1995-12-22_18 5.8 0 0 110 1957 1 1 NA eor 1957 7 26 92 eor
1995-12-22_19 5.8 0 0 110 1957 1 1 NA eor 1957 7 26 92 eor
1995-12-22_20 7.1 0 0 110 1957 1 0 NA eor 1957 7 26 86 eor
